"Year","State","mk1","mk2","measure","other","type","chem_name","chem_index","Value"
2023,"CALIFORNIA","TREATED",NA,"PCT OF AREA BEARING","AVG","INSECTICIDE","CYCLANILIPROLE","26202","(D)"
2023,"CALIFORNIA","TREATED",NA,"PCT OF AREA BEARING","AVG","INSECTICIDE","PERMETHRIN","109701","(D)"
2023,"CALIFORNIA","TREATED",NA,"PCT OF AREA BEARING","AVG","OTHER","ISARIA FUMOSOROSEA STRAIN FE 9901","115003","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","AZOXYSTROBIN","128810","3,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BLAD","30006","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BORAX DECAHYDRATE","11102","2,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BOSCALID","128008","6,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CAPTAN","81301","603,100"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYFLUFENAMID","555550","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYPRODINIL","288202","30,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FENHEXAMID","90209","8,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUDIOXONIL","71503","22,400"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUOPYRAM","80302","14,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUXAPYROXAD","138009","7,100"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FOSETYL-AL","123301","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","ISOFETAMID","270000","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MEFENOXAM","113502","7,200"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MYCLOBUTANIL","128857","10,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PENTHIOPYRAD","90112","4,000"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","POLYOXIN D ZINC SALT","230000","3,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PROPICONAZOLE","122101","2,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRACLOSTROBIN","99100","10,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRIMETHANIL","288201","8,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","QUINOLINE","55459","3,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","SULFUR","77501","1,258,100"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TETRACONAZOLE","120603","1,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001","10,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIRAM","79801","269,500"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TOTAL",NA,"2,338,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN","129112","14,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","FLUMIOXAZIN","129034","3,900"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","OXYFLUORFEN","111601","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","PENDIMETHALIN","108501","71,400"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","TOTAL",NA,"89,700"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ABAMECTIN","122804","300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACEQUINOCYL","6329","12,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACETAMIPRID","99050","3,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","AZADIRACHTIN","121701","2,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BEAUVERIA BASSIANA","128924","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENAZATE","586","28,700"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENTHRIN","128825","4,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAK ABTS-1857","6523","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI ABTS-351","6522","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI SA-11","6519","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CANOLA OIL","11332","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100","2,000"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYANTRANILIPROLE","90098","1,700"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYFLUMETOFEN","138831","7,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ETOXAZOLE","107091","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENBUTATIN-OXIDE","104601","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPROPATHRIN","127901","6,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPYROXIMATE","129131","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLONICAMID","128016","6,200"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLUPYRADIFURONE","122304","5,000"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","HEXYTHIAZOX","128849","5,400"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","IMIDACLOPRID","129099","3,100"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","LAMBDA-CYHALOTHRIN","128897","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","MALATHION","57701","19,400"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","METHOXYFENOZIDE","121027","7,900"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NALED","34401","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL","25006","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL, CLAR. HYD.","25007","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NOVALURON","124002","5,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE","67501","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRETHRINS","69001","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRIDABEN","129105","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINETORAM","110007","3,800"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINOSAD","110003","2,000"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","THIAMETHOXAM","60109","1,300"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","TOTAL",NA,"231,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CAPSICUM OLEORESIN EXTRACT","70704","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CHLOROPICRIN","81501","11,299,000"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","DICHLOROPROPENE","29001","1,642,600"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","FLUTRIAFOL","128940","3,900"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","GARLIC OIL","128827","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","HYDROGEN PEROXIDE","595","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","IRON PHOSPHATE","34903","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METALDEHYDE","53001","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-POTASSIUM","39002","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-SODIUM","39003","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PEROXYACETIC ACID","63201","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","REYNOUTRIA SACHALINE","55809","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","TOTAL",NA,"15,611,900"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN","128810","0.234"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BLAD","30006","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102","0.042"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID","128008","0.354"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN","81301","1.693"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYFLUFENAMID","555550","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL","288202","0.316"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID","90209","0.659"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL","71503","0.211"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUOPYRAM","80302","0.119"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUXAPYROXAD","138009","0.161"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FOSETYL-AL","123301","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","ISOFETAMID","270000","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MEFENOXAM","113502","0.5"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MYCLOBUTANIL","128857","0.105"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PENTHIOPYRAD","90112","0.271"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","POLYOXIN D ZINC SALT","230000","0.061"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE","122101","0.112"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN","99100","0.167"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL","288201","0.658"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","QUINOLINE","55459","0.095"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","SULFUR","77501","5.471"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TETRACONAZOLE","120603","0.036"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001","0.695"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIRAM","79801","2.201"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLOXYSTROBIN","129112","0.119"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","FLUMIOXAZIN","129034","0.078"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","OXYFLUORFEN","111601","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","PENDIMETHALIN","108501","0.923"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ABAMECTIN","122804","0.019"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACEQUINOCYL","6329","0.299"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID","99050","0.129"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","AZADIRACHTIN","121701","0.03"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BEAUVERIA BASSIANA","128924","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE","586","0.5"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN","128825","0.116"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAK ABTS-1857","6523","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAKI ABTS-351","6522","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAKI SA-11","6519","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CANOLA OIL","11332","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100","0.063"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYANTRANILIPROLE","90098","0.117"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYFLUMETOFEN","138831","0.178"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ETOXAZOLE","107091","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENBUTATIN-OXIDE","104601","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPROPATHRIN","127901","0.26"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPYROXIMATE","129131","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FLONICAMID","128016","0.087"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FLUPYRADIFURONE","122304","0.182"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","HEXYTHIAZOX","128849","0.186"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID","129099","0.457"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION","57701","1.807"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOXYFENOZIDE","121027","0.169"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NALED","34401","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NEEM OIL","25006","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.","25007","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NOVALURON","124002","0.077"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PIPERONYL BUTOXIDE","67501","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRETHRINS","69001","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRIDABEN","129105","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINETORAM","110007","0.071"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINOSAD","110003","0.094"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM","60109","0.062"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","CAPSICUM OLEORESIN EXTRACT","70704","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","CHLOROPICRIN","81501","188.284"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","DICHLOROPROPENE","29001","111.391"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","FLUTRIAFOL","128940","0.114"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","GARLIC OIL","128827","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","HYDROGEN PEROXIDE","595","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","IRON PHOSPHATE","34903","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METALDEHYDE","53001","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METAM-POTASSIUM","39002","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METAM-SODIUM","39003","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","PEROXYACETIC ACID","63201","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","REYNOUTRIA SACHALINE","55809","(D)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN","128810","0.326"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BLAD","30006","(D)"
